event_time,gen,vendor,role,device_name,syslog,card,unit_name,alarm_group,keyword,service_effect,after_action,action_result
2024-05-13 11:47:00,5G,Ciena,Clock,Device-09,132.146.69.77 4347: LC/3/0/CPU0: May 13 11:47:00.000 shelf_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-3 :DECLARE :CPU0: Optics0/5/1,제어부,IOM,HW,Network congestion,Ring Open,"2024-05-13 13:47:00 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-13 22:47:00 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-14 02:47:00 - 조치: 온도 경고로 팬 모듈 교체
2024-05-14 02:47:00 - 조치 완료",양호
2024-05-14 00:54:49,LTE,Ciena,Clock,Device-25,Device-25 10/7/1 CRC Error,제어부,LC,SW,Module failure,Ring Open,"2024-05-14 06:54:49 - 조치: Link down 발생, 교체 작업 수행
2024-05-14 08:54:49 - 조치: 인증 실패로 보안 설정 점검
2024-05-14 17:54:49 - 조치 완료",유니트교체복구
2024-05-14 14:02:38,LTE,Cisco,IVRR,Device-01,"Device-01: May 14 14:02:38.000 optics_driver: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Warm reset to recover from CPU machine check error condition' for card 0/2",Power,FAN,SW,Temperature alarm,없음,"2024-05-14 22:02:38 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-15 03:02:38 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-15 16:02:38 - 조치 완료",양호
2024-05-15 03:10:27,5G,Cisco,IBR,Device-28,NodeDown,Power,LC,HW,System reboot,없음,"2024-05-15 09:10:27 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-15 20:10:27 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-16 03:10:27 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-15 19:10:27 - 조치 완료",원격조치복구
2024-05-15 16:18:16,LTE,Nokia,IVC,Device-10,54.17.104.190 6695: LC/3/2/CPU2: May 15 16:18:16.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-2 :DECLARE :CPU1: Optics2/1/2,일체형,IOM,SW,CRC,없음,"2024-05-15 22:18:16 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-16 03:18:16 - 조치: Link down 발생, 교체 작업 수행
2024-05-16 19:18:16 - 조치 완료",자동복구
2024-05-16 05:26:05,5G,Huawei,ROTN,Device-12,Device-12: May 16 05:26:05.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 4/2. Reason: EPC heartbeat failure,광모듈,IOM,SW,Packet loss,Ring Open,"2024-05-16 13:26:05 - 조치: Heartbeat 실패로 재부팅 실시
2024-05-17 00:26:05 - 조치: 온도 경고로 팬 모듈 교체
2024-05-17 02:26:05 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-05-16 19:26:05 - 조치 완료",유니트교체복구
2024-05-16 18:33:54,LTE,Cisco,IVRR,Device-03,Device-03 1/9/10 CRC Error,Power,CSM,HW,Heartbeat failure,없음,"2024-05-17 04:33:54 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-05-17 06:33:54 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-05-17 05:33:54 - 조치 완료",원격조치복구
2024-05-17 07:41:43,LTE,Ciena,IVRR,Device-16,NodeDown,제어부,CSM,SW,Packet loss,없음,"2024-05-17 18:41:43 - 조치: 인증 실패로 보안 설정 점검
2024-05-18 02:41:43 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-18 11:41:43 - 조치: 온도 경고로 팬 모듈 교체
2024-05-18 01:41:43 - 조치 완료",원격조치복구
2024-05-17 20:49:32,5G,Cisco,IBC,Device-16,Device-16: May 17 20:49:32.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 3/2 reporting a machine check error condition. Card will be auto reset to recover from this failure.,공통부,SC,HW,Packet loss,있음,"2024-05-18 00:49:32 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-05-18 06:49:32 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-18 15:49:32 - 조치 완료",자동복구
2024-05-18 09:57:21,LTE,Nokia,IBC,Device-20,Device-20 10/10/1 CRC Error,광모듈,IOM,SW,Network congestion,Ring Open,"2024-05-18 14:57:21 - 조치: 온도 경고로 팬 모듈 교체
2024-05-18 19:57:21 - 조치: CRC 발생으로 모니터링 강화
2024-05-19 12:57:21 - 조치 완료",유니트교체복구
2024-05-18 23:05:10,LTE,Ciena,IBRR,Device-29,Device-29 %%63835 May 18 23:05:10.000 KST MINOR: PORT #2952 Base Port 5/5 SFF DDM (txOutputPower-low-warning) raised,Power,CSM,SW,Temperature alarm,있음,"2024-05-19 02:05:10 - 조치: 인증 실패로 보안 설정 점검
2024-05-19 06:05:10 - 조치: Heartbeat 실패로 재부팅 실시
2024-05-19 10:05:10 - 조치 완료",유니트교체복구
2024-05-19 12:12:59,5G,Ciena,IBC,Device-23,9287 May 19 12:12:59.000 KST MINOR: PORT #2429 Base Port 7/8 Excess internal MAC TX errors detected Set,일체형,CSM,SW,Temperature alarm,없음,"2024-05-19 15:12:59 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-19 23:12:59 - 조치: 온도 경고로 팬 모듈 교체
2024-05-19 17:12:59 - 조치 완료",자동복구
2024-05-20 01:20:48,5G,Huawei,L3SW,Device-15,1567 May 20 01:20:48.000 KST MINOR: PORT #1370 Base Port 8/8 Excess internal MAC TX errors detected Set,제어부,FAN,HW,Module failure,없음,"2024-05-20 12:20:48 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-05-20 18:20:48 - 조치: Link down 발생, 교체 작업 수행
2024-05-20 22:20:48 - 조치 완료",원격조치복구
2024-05-20 14:28:37,LTE,Nokia,IBC,Device-11,109.137.5.105 2440: LC/2/0/CPU1: May 20 14:28:37.000 shelf_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-1 :DECLARE :CPU2: Optics3/6/7,제어부,LC,HW,Heartbeat failure,Ring Open,"2024-05-21 00:28:37 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-21 05:28:37 - 조치: Link down 발생, 교체 작업 수행
2024-05-21 10:28:37 - 조치 완료",유니트교체복구
2024-05-21 03:36:25,5G,Nokia,IBR,Device-13,1388 May 21 03:36:25.000 KST MINOR: PORT #5966 Base Port 6/6 Excess internal MAC TX errors detected Set,일체형,SFP,SW,Network congestion,Ring Open,"2024-05-21 14:36:25 - 조치: CRC 발생으로 모니터링 강화
2024-05-21 15:36:25 - 조치: 인증 실패로 보안 설정 점검
2024-05-21 22:36:25 - 조치: CRC 발생으로 모니터링 강화
2024-05-22 02:36:25 - 조치 완료",자동복구
2024-05-21 16:44:14,LTE,Ciena,IBRR,Device-16,Device-16 6/7/8 CRC Error,I/O,CSM,SW,Module failure,있음,"2024-05-21 18:44:14 - 조치: 온도 경고로 팬 모듈 교체
2024-05-21 19:44:14 - 조치: 온도 경고로 팬 모듈 교체
2024-05-22 07:44:14 - 조치 완료",원격조치복구
2024-05-22 05:52:03,LTE,Huawei,Clock,Device-24,Device-24: May 22 05:52:03.000 card_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 3/1. Reason: Power failure detected,I/O,IOM,SW,Heartbeat failure,Ring Open,"2024-05-22 08:52:03 - 조치: CRC 발생으로 모니터링 강화
2024-05-22 19:52:03 - 조치: 온도 경고로 팬 모듈 교체
2024-05-22 18:52:03 - 조치 완료",양호
2024-05-22 18:59:52,5G,Huawei,IVC,Device-19,"Device-19: May 22 18:59:52.000 emon_proxy: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Warm reset to recover from CPU machine check error condition' for card 0/7",I/O,FAN,HW,Temperature alarm,없음,"2024-05-22 22:59:52 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-23 05:59:52 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-05-23 10:59:52 - 조치 완료",원격조치복구
2024-05-23 08:07:41,5G,Cisco,IBC,Device-27,Device-27: May 23 08:07:41.000 card_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 0/1. Reason: EPC heartbeat failure,제어부,SC,SW,Heartbeat failure,Ring Open,"2024-05-23 14:07:41 - 조치: Heartbeat 실패로 재부팅 실시
2024-05-23 19:07:41 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-24 02:07:41 - 조치 완료",자동복구
2024-05-23 21:15:30,LTE,Ciena,IVC,Device-28,NodeDown,광모듈,LC,HW,Authentication failure,없음,"2024-05-23 22:15:30 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-24 01:15:30 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-24 13:15:30 - 조치 완료",유니트교체복구
2024-05-24 10:23:19,5G,Nokia,L3SW,Device-11,Network element does not respond to SNMP requests,공통부,IOM,HW,Heartbeat failure,없음,"2024-05-24 18:23:19 - 조치: CRC 발생으로 모니터링 강화
2024-05-25 04:23:19 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-05-25 00:23:19 - 조치 완료",자동복구
2024-05-24 23:31:08,5G,Cisco,IVRR,Device-17,"Device-17: May 24 23:31:08.000 optics_driver: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Power up after unexpected card reset' for card 6/3",일체형,SC,HW,Packet loss,없음,"2024-05-25 02:31:08 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-25 12:31:08 - 조치: Link down 발생, 교체 작업 수행
2024-05-25 19:31:08 - 조치 완료",유니트교체복구
2024-05-25 12:38:57,LTE,Ciena,IVR,Device-19,Device-19: May 25 12:38:57.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 2/1. Reason: EPC heartbeat failure,Power,SFP,HW,Temperature alarm,Ring Open,"2024-05-25 21:38:57 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-25 23:38:57 - 조치: 온도 경고로 팬 모듈 교체
2024-05-26 00:38:57 - 조치 완료",원격조치복구
2024-05-26 01:46:46,5G,Ciena,IVC,Device-07,Device-07 8/9/3 CRC Error,스위칭부,FAN,SW,Power supply fault,Ring Open,"2024-05-26 06:46:46 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-26 17:46:46 - 조치: 인증 실패로 보안 설정 점검
2024-05-27 02:46:46 - 조치 완료",양호
2024-05-26 14:54:35,LTE,Ciena,IVC,Device-01,Device-01: May 26 14:54:35.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 5/6. Reason: Power failure detected,Power,IOM,SW,Network congestion,Ring Open,"2024-05-27 01:54:35 - 조치: 인증 실패로 보안 설정 점검
2024-05-27 06:54:35 - 조치: Heartbeat 실패로 재부팅 실시
2024-05-27 05:54:35 - 조치 완료",자동복구
2024-05-27 04:02:24,LTE,Huawei,IVR,Device-30,Device-30 %%87969 May 27 04:02:24.000 KST MINOR: PORT #5658 Base Port 4/1 SFF DDM (txOutputPower-low-warning) raised,제어부,CSM,SW,Link Down,없음,"2024-05-27 13:02:24 - 조치: 온도 경고로 팬 모듈 교체
2024-05-27 15:02:24 - 조치: 인증 실패로 보안 설정 점검
2024-05-27 19:02:24 - 조치 완료",양호
2024-05-27 17:10:13,LTE,Cisco,IBRR,Device-06,72.177.182.58 7526: LC/1/3/CPU0: May 27 17:10:13.000 emon_proxy: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-2 :DECLARE :CPU1: Optics7/7/5,Power,SFP,HW,CRC,없음,"2024-05-27 20:10:13 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-28 07:10:13 - 조치: 온도 경고로 팬 모듈 교체
2024-05-27 23:10:13 - 조치 완료",자동복구
2024-05-28 06:18:02,5G,Huawei,IBC,Device-14,26.65.34.62 5149: LC/3/1/CPU0: May 28 06:18:02.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-7 :DECLARE :CPU3: Optics5/0/5,I/O,IOM,HW,Network congestion,Ring Open,"2024-05-28 09:18:02 - 조치: Link down 발생, 교체 작업 수행
2024-05-28 19:18:02 - 조치: 인증 실패로 보안 설정 점검
2024-05-29 01:18:02 - 조치 완료",양호
2024-05-28 19:25:51,LTE,Nokia,IBR,Device-22,4928 May 28 19:25:51.000 KST MINOR: PORT #8976 Base Port 2/10 Excess internal MAC TX errors detected Set,제어부,IOM,HW,Power supply fault,있음,"2024-05-29 05:25:51 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-29 10:25:51 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-29 05:25:51 - 조치 완료",자동복구
2024-05-29 08:33:40,LTE,Huawei,IVC,Device-20,NodeDown,Power,SFP,SW,Link Down,없음,"2024-05-29 14:33:40 - 조치: 온도 경고로 팬 모듈 교체
2024-05-30 01:33:40 - 조치: Power supply 이상으로 전원 모듈 교체
2024-05-30 00:33:40 - 조치 완료",원격조치복구
2024-05-29 21:41:28,LTE,Cisco,IVR,Device-14,Network element does not respond to SNMP requests,광모듈,CSM,SW,System reboot,없음,"2024-05-30 05:41:28 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-30 16:41:28 - 조치: Heartbeat 실패로 재부팅 실시
2024-05-30 23:41:28 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-30 07:41:28 - 조치 완료",유니트교체복구
2024-05-30 10:49:17,5G,Huawei,IVC,Device-18,Network element does not respond to SNMP requests,공통부,SFP,HW,Heartbeat failure,Ring Open,"2024-05-30 12:49:17 - 조치: Heartbeat 실패로 재부팅 실시
2024-05-30 14:49:17 - 조치: 모듈 고장으로 원격 리셋 수행
2024-05-31 06:49:17 - 조치 완료",양호
2024-05-30 23:57:06,LTE,Cisco,IBR,Device-27,Device-27 10/8/1 CRC Error,Power,IOM,HW,Network congestion,Ring Open,"2024-05-31 10:57:06 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-05-31 20:57:06 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-05-31 22:57:06 - 조치 완료",원격조치복구
2024-05-31 13:04:55,LTE,Cisco,Clock,Device-24,Device-24: May 31 13:04:55.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 7/3 reporting a machine check error condition. Card will be auto reset to recover from this failure.,광모듈,SFP,SW,Heartbeat failure,있음,"2024-05-31 17:04:55 - 조치: Link down 발생, 교체 작업 수행
2024-06-01 02:04:55 - 조치: CRC 발생으로 모니터링 강화
2024-06-01 13:04:55 - 조치: Heartbeat 실패로 재부팅 실시
2024-05-31 22:04:55 - 조치 완료",자동복구
2024-06-01 02:12:44,LTE,Huawei,IBRR,Device-14,83.79.191.211 5099: LC/2/1/CPU3: Jun 01 02:12:44.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-1 :DECLARE :CPU0: Optics5/7/1,Power,SC,HW,Temperature alarm,없음,"2024-06-01 12:12:44 - 조치: Power supply 이상으로 전원 모듈 교체
2024-06-01 15:12:44 - 조치: 인증 실패로 보안 설정 점검
2024-06-01 05:12:44 - 조치 완료",원격조치복구
2024-06-01 15:20:33,LTE,Cisco,ROTN,Device-12,Device-12 5/6/4 CRC Error,제어부,IOM,HW,Module failure,Ring Open,"2024-06-01 23:20:33 - 조치: CRC 발생으로 모니터링 강화
2024-06-02 08:20:33 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-06-02 19:20:33 - 조치: Heartbeat 실패로 재부팅 실시
2024-06-01 17:20:33 - 조치 완료",유니트교체복구
2024-06-02 04:28:22,5G,Ciena,IVRR,Device-21,Device-21: Jun 02 04:28:22.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 3/3. Reason: EOBC heartbeat failure,제어부,SFP,HW,Power supply fault,있음,"2024-06-02 14:28:22 - 조치: 모듈 고장으로 원격 리셋 수행
2024-06-02 22:28:22 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-06-02 21:28:22 - 조치 완료",유니트교체복구
2024-06-02 17:36:11,5G,Cisco,IVRR,Device-25,Network element does not respond to SNMP requests,Power,SC,SW,Link Down,Ring Open,"2024-06-03 00:36:11 - 조치: Power supply 이상으로 전원 모듈 교체
2024-06-03 01:36:11 - 조치: CRC 발생으로 모니터링 강화
2024-06-03 06:36:11 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-06-03 02:36:11 - 조치 완료",유니트교체복구
2024-06-03 06:44:00,LTE,Cisco,IBRR,Device-06,Device-06 %%88423 Jun 03 06:44:00.000 KST MINOR: PORT #4548 Base Port 3/2 SFF DDM (txOutputPower-low-warning) raised,공통부,SFP,HW,Heartbeat failure,Ring Open,"2024-06-03 13:44:00 - 조치: CRC 발생으로 모니터링 강화
2024-06-03 19:44:00 - 조치: Link down 발생, 교체 작업 수행
2024-06-04 02:44:00 - 조치 완료",양호
2024-06-03 19:51:49,LTE,Nokia,IBC,Device-28,Network element does not respond to SNMP requests,일체형,SFP,SW,Authentication failure,없음,"2024-06-04 00:51:49 - 조치: Heartbeat 실패로 재부팅 실시
2024-06-04 07:51:49 - 조치: Heartbeat 실패로 재부팅 실시
2024-06-04 14:51:49 - 조치 완료",유니트교체복구
2024-06-04 08:59:38,LTE,Cisco,IBRR,Device-23,8528 Jun 04 08:59:38.000 KST MINOR: PORT #9024 Base Port 2/9 Excess internal MAC TX errors detected Set,일체형,IOM,SW,CRC,Ring Open,"2024-06-04 18:59:38 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-06-05 04:59:38 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-06-05 08:59:38 - 조치: 모듈 고장으로 원격 리셋 수행
2024-06-05 01:59:38 - 조치 완료",양호
2024-06-04 22:07:27,LTE,Cisco,IBRR,Device-28,Device-28 10/2/9 CRC Error,스위칭부,LC,HW,Module failure,Ring Open,"2024-06-05 08:07:27 - 조치: Link down 발생, 교체 작업 수행
2024-06-05 12:07:27 - 조치: Heartbeat 실패로 재부팅 실시
2024-06-05 18:07:27 - 조치 완료",유니트교체복구
2024-06-05 11:15:16,LTE,Huawei,IBC,Device-30,Device-30: Jun 05 11:15:16.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 0/3. Reason: Power failure detected,제어부,FAN,HW,Temperature alarm,없음,"2024-06-05 19:15:16 - 조치: Link down 발생, 교체 작업 수행
2024-06-06 06:15:16 - 조치: Power supply 이상으로 전원 모듈 교체
2024-06-06 01:15:16 - 조치 완료",양호
2024-06-06 00:23:05,5G,Ciena,IVC,Device-24,Device-24: Jun 06 00:23:05.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 2/5. Reason: EOBC heartbeat failure,일체형,LC,HW,Module failure,있음,"2024-06-06 04:23:05 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-06-06 15:23:05 - 조치: CRC 발생으로 모니터링 강화
2024-06-06 23:23:05 - 조치: 온도 경고로 팬 모듈 교체
2024-06-06 06:23:05 - 조치 완료",양호
2024-06-06 13:30:54,LTE,Ciena,IBC,Device-04,169.83.175.74 4900: LC/2/0/CPU3: Jun 06 13:30:54.000 shelf_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-4 :DECLARE :CPU0: Optics2/6/5,일체형,SC,SW,CRC,Ring Open,"2024-06-06 14:30:54 - 조치: Link down 발생, 교체 작업 수행
2024-06-06 19:30:54 - 조치: 온도 경고로 팬 모듈 교체
2024-06-07 01:30:54 - 조치 완료",양호
2024-06-07 02:38:43,5G,Ciena,IVRR,Device-05,NodeDown,일체형,SFP,HW,Heartbeat failure,없음,"2024-06-07 13:38:43 - 조치: Power supply 이상으로 전원 모듈 교체
2024-06-07 21:38:43 - 조치: 모듈 고장으로 원격 리셋 수행
2024-06-07 15:38:43 - 조치 완료",자동복구
2024-06-07 15:46:31,LTE,Nokia,IBC,Device-07,Device-07: Jun 07 15:46:31.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 4/0. Reason: EOBC heartbeat failure,광모듈,IOM,SW,Heartbeat failure,있음,"2024-06-07 22:46:31 - 조치: CRC 발생으로 모니터링 강화
2024-06-08 01:46:31 - 조치: 온도 경고로 팬 모듈 교체
2024-06-08 03:46:31 - 조치: 온도 경고로 팬 모듈 교체
2024-06-08 09:46:31 - 조치 완료",양호
2024-06-08 04:54:20,5G,Ciena,ROTN,Device-11,Device-11: Jun 08 04:54:20.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 5/0. Reason: EOBC heartbeat failure,I/O,IOM,HW,Power supply fault,Ring Open,"2024-06-08 13:54:20 - 조치: Link down 발생, 교체 작업 수행
2024-06-08 17:54:20 - 조치: Power supply 이상으로 전원 모듈 교체
2024-06-08 17:54:20 - 조치 완료",유니트교체복구
2024-06-08 18:02:09,5G,Ciena,IBRR,Device-17,Device-17 %%73913 Jun 08 18:02:09.000 KST MINOR: PORT #6780 Base Port 8/2 SFF DDM (txOutputPower-low-warning) raised,제어부,FAN,HW,Power supply fault,없음,"2024-06-09 03:02:09 - 조치: Power supply 이상으로 전원 모듈 교체
2024-06-09 11:02:09 - 조치: Heartbeat 실패로 재부팅 실시
2024-06-09 17:02:09 - 조치: Link down 발생, 교체 작업 수행
2024-06-09 12:02:09 - 조치 완료",원격조치복구
2024-06-09 07:09:58,LTE,Nokia,IBR,Device-28,Device-28: Jun 09 07:09:58.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 0/6. Reason: Power failure detected,제어부,LC,SW,Module failure,없음,"2024-06-09 17:09:58 - 조치: 모듈 고장으로 원격 리셋 수행
2024-06-09 20:09:58 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-06-10 06:09:58 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-06-10 04:09:58 - 조치 완료",양호
2024-06-09 20:17:47,5G,Huawei,IVR,Device-05,NodeDown,일체형,Power,HW,CRC,Ring Open,"2024-06-10 00:17:47 - 조치: CRC 발생으로 모니터링 강화
2024-06-10 04:17:47 - 조치: CRC 발생으로 모니터링 강화
2024-06-10 13:17:47 - 조치 완료",자동복구
2024-06-10 09:25:36,5G,Cisco,Clock,Device-22,Device-22: Jun 10 09:25:36.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 1/3. Reason: EPC heartbeat failure,공통부,SC,HW,Link Down,없음,"2024-06-10 10:25:36 - 조치: CRC 발생으로 모니터링 강화
2024-06-10 14:25:36 - 조치: Power supply 이상으로 전원 모듈 교체
2024-06-10 19:25:36 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-06-10 20:25:36 - 조치 완료",원격조치복구
2024-06-10 22:33:25,5G,Nokia,L3SW,Device-14,Device-14: Jun 10 22:33:25.000 emon_proxy: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 6/5 reporting a machine check error condition. Card will be auto reset to recover from this failure.,광모듈,FAN,SW,Authentication failure,없음,"2024-06-11 09:33:25 - 조치: Link down 발생, 교체 작업 수행
2024-06-11 10:33:25 - 조치: 모듈 고장으로 원격 리셋 수행
2024-06-11 20:33:25 - 조치: CRC 발생으로 모니터링 강화
2024-06-11 13:33:25 - 조치 완료",자동복구
2024-06-11 11:41:14,LTE,Ciena,IBR,Device-06,Device-06 %%57831 Jun 11 11:41:14.000 KST MINOR: PORT #7693 Base Port 7/7 SFF DDM (txOutputPower-low-warning) raised,I/O,SC,HW,Packet loss,있음,"2024-06-11 17:41:14 - 조치: 온도 경고로 팬 모듈 교체
2024-06-11 18:41:14 - 조치: Power supply 이상으로 전원 모듈 교체
2024-06-11 22:41:14 - 조치 완료",원격조치복구
2024-06-12 00:49:03,5G,Cisco,IBR,Device-27,157.69.117.115 5092: LC/0/2/CPU1: Jun 12 00:49:03.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-5 :DECLARE :CPU1: Optics1/5/3,일체형,LC,SW,Network congestion,없음,"2024-06-12 03:49:03 - 조치: 모듈 고장으로 원격 리셋 수행
2024-06-12 06:49:03 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-06-13 03:49:03 - 조치 완료",원격조치복구
2024-06-12 13:56:52,5G,Nokia,IVR,Device-07,Network element does not respond to SNMP requests,제어부,Power,SW,CRC,없음,"2024-06-12 19:56:52 - 조치: Heartbeat 실패로 재부팅 실시
2024-06-13 02:56:52 - 조치: 온도 경고로 팬 모듈 교체
2024-06-12 22:56:52 - 조치 완료",자동복구
2024-06-13 03:04:41,LTE,Ciena,IVC,Device-09,"Device-09: Jun 13 03:04:41.000 optics_driver: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Power up after unexpected card reset' for card 5/0",Power,SFP,HW,Network congestion,있음,"2024-06-13 06:04:41 - 조치: CRC 발생으로 모니터링 강화
2024-06-13 11:04:41 - 조치: 인증 실패로 보안 설정 점검
2024-06-13 14:04:41 - 조치 완료",유니트교체복구
2024-06-13 16:12:30,LTE,Ciena,Clock,Device-27,Network element does not respond to SNMP requests,스위칭부,LC,HW,Temperature alarm,있음,"2024-06-13 21:12:30 - 조치: Link down 발생, 교체 작업 수행
2024-06-14 08:12:30 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-06-14 10:12:30 - 조치 완료",유니트교체복구
2024-06-14 05:20:19,5G,Ciena,L3SW,Device-12,"Device-12: Jun 14 05:20:19.000 emon_proxy: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Warm reset to recover from CPU machine check error condition' for card 4/4",제어부,FAN,HW,Link Down,없음,"2024-06-14 11:20:19 - 조치: Link down 발생, 교체 작업 수행
2024-06-14 12:20:19 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-06-14 15:20:19 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-06-15 02:20:19 - 조치 완료",원격조치복구
2024-06-14 18:28:08,LTE,Ciena,IVC,Device-21,Network element does not respond to SNMP requests,제어부,IOM,SW,Module failure,Ring Open,"2024-06-14 21:28:08 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-06-14 23:28:08 - 조치: 온도 경고로 팬 모듈 교체
2024-06-15 16:28:08 - 조치 완료",자동복구
2024-06-15 07:35:57,LTE,Huawei,IBRR,Device-20,3670 Jun 15 07:35:57.000 KST MINOR: PORT #3507 Base Port 6/4 Excess internal MAC TX errors detected Set,일체형,IOM,HW,Module failure,있음,"2024-06-15 17:35:57 - 조치: 온도 경고로 팬 모듈 교체
2024-06-16 01:35:57 - 조치: 인증 실패로 보안 설정 점검
2024-06-16 03:35:57 - 조치: 온도 경고로 팬 모듈 교체
2024-06-15 18:35:57 - 조치 완료",유니트교체복구
